mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	diminuendo_line	decrescendo_hairpin	crescendo_hairpin
71	70	381/2	381/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	800	nach,												
71	70	381/2	381/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	801													
71	70	763/4	763/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	802													
71	70	191	191	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	803													
71	70	765/4	765/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	804													
71	70	383/2	383/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	805													
71	70	767/4	767/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	806													
71	70	192	192	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	807													
71	70	381/2	381/2	0.0	0	0	Dynamic	6/8	3	1	0						ff											
71	70	381/2	381/2	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	808													
71	70	191	191	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	809													
71	70	383/2	383/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	810													
71	70	192	192	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	811													
72	71	387/2	387/2	0.0	0	0	Dynamic	2/4	2	1	0						pp											
72	71	775/4	775/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	812										107			
72	71	194	194	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	813													
72	71	779/4	779/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	814										108			
72	71	195	195	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	815													
72	71	387/2	387/2	0.0	0	0	StaffText	2/4	3	1	0								ligato									
72	71	387/2	387/2	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	816			articStaccatoAbove							109			
72	71	389/2	389/2	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	817			articStaccatoAbove							109			
73	72	197	197	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	818	Die												
73	72	783/4	783/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	819										110			
73	72	196	196	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	820													
73	72	787/4	787/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	821										111			
73	72	197	197	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	822													
73	72	391/2	391/2	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	823			articStaccatoAbove							109			
73	72	393/2	393/2	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	824			articStaccatoAbove										
74	73	395/2	395/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	825	Au-												
74	73	198	198	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	826	-gen												
74	73	397/2	397/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	827	schliess'												
74	73	199	199	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	828	ich												
74	73	791/4	791/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	829										112			
74	73	198	198	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	830													
74	73	795/4	795/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	831										113			
74	73	199	199	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	832													
74	73	395/2	395/2	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	833			articStaccatoAbove							114			
74	73	397/2	397/2	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	834			articStaccatoAbove							114			
75	74	399/2	399/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	835	wie-												
75	74	401/2	401/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	836	-der,												
75	74	201	201	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	837	noch												
75	74	799/4	799/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	838										115			
75	74	200	200	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	839													
75	74	803/4	803/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	840										116			
75	74	805/4	805/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	841													
75	74	399/2	399/2	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	842			articStaccatoAbove							114			
75	74	401/2	401/2	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	843			articStaccatoAbove							114			
75	74	201	201	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	844			articStaccatoAbove										
76	75	403/2	403/2	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	845													
76	75	403/2	403/2	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	846	schlägt												
76	75	809/4	809/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	847	das												
76	75	405/2	405/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	848	-Herz												
76	75	811/4	811/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	849													
76	75	203	203	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	850	so												
76	75	813/4	813/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	851													
76	75	807/4	807/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	852										117			
76	75	202	202	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	853													
76	75	811/4	811/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	854										118			
76	75	203	203	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	855													
76	75	403/2	403/2	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	856													
76	75	405/2	405/2	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	857										119			
76	75	203	203	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	858													
77	76	407/2	407/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	859	warm,												
77	76	205	205	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	860	die												
77	76	815/4	815/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	861										120			
77	76	204	204	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	862													
77	76	819/4	819/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	863										121			
77	76	205	205	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	864													
77	76	407/2	407/2	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	865													
77	76	409/2	409/2	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	866										122			
77	76	205	205	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	867													
78	77	411/2	411/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	868	Au-												
78	77	823/4	823/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	869													
78	77	206	206	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	870	-gen												
78	77	413/2	413/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	871	schliess'												
78	77	207	207	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	872	ich												
78	77	823/4	823/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	873										123			
78	77	206	206	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	874													
78	77	827/4	827/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	875										124			
78	77	207	207	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	876													
78	77	411/2	411/2	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	877													
78	77	413/2	413/2	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	878			articStaccatoAbove							125			
78	77	207	207	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	879			articStaccatoAbove										
79	78	415/2	415/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	880	wie-												
79	78	417/2	417/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	881	-der,												
79	78	209	209	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	882	noch												
79	78	831/4	831/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	883										126			
79	78	208	208	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	884													
79	78	835/4	835/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	885										127			
79	78	209	209	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	886													
79	78	415/2	415/2	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	887													
79	78	417/2	417/2	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	888			articStaccatoAbove							128			
79	78	209	209	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	889			articStaccatoAbove										
80	79	419/2	419/2	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	890													
80	79	419/2	419/2	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	891	schlägt												
80	79	841/4	841/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	892	das												
80	79	421/2	421/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	893	Herz												
80	79	211	211	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	894	so												
80	79	839/4	839/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	895										129			
80	79	210	210	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	896													
80	79	843/4	843/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	897										130			
80	79	211	211	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	898													
80	79	419/2	419/2	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	899													
80	79	421/2	421/2	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	900			articAccentStaccatoAbove							131			
80	79	211	211	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	901			articStaccatoAbove										
81	80	423/2	423/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	902	warm.												
81	80	213	213	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	903	Wann												
81	80	847/4	847/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	904										132			
81	80	212	212	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	905													
81	80	851/4	851/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	906										133			
81	80	213	213	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	907													
81	80	423/2	423/2	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	908													
81	80	425/2	425/2	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	909													
82	81	427/2	427/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	910	grünt												
82	81	855/4	855/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	911													
82	81	214	214	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	912	ihr												
82	81	429/2	429/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	913	Blät-												
82	81	215	215	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	914	-ter												
82	81	861/4	861/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	915	am												
82	81	427/2	427/2	0.0	0	0	Dynamic	2/4	2	1	0						pp											
82	81	855/4	855/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	916										134			
82	81	214	214	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	917													
82	81	859/4	859/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	918										135			
82	81	215	215	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	919													
82	81	427/2	427/2	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	920													
82	81	429/2	429/2	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	921													
83	82	431/2	431/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	922	Fens-												
83	82	216	216	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	923	-ter?												
83	82	217	217	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	924	wann												
83	82	863/4	863/4	0.0	1/16	1/16	Spanner	2/4	2	1	0															2		
83	82	863/4	863/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	925										136	2		
83	82	216	216	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	926											2		
83	82	867/4	867/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	927										137	2		
83	82	217	217	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	928											2		
83	82	431/2	431/2	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	929													
83	82	433/2	433/2	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	930													
84	83	435/2	435/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	931	halt'												
84	83	218	218	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	932	ich												
84	83	873/4	873/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	933	mein												
84	83	437/2	437/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	934	Lieb-												
84	83	219	219	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	935	-chen												
84	83	877/4	877/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	936	im												
84	83	435/2	435/2	0.0	0	0	Spanner	2/4	2	1	0																	
84	83	871/4	871/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	937										138			
84	83	218	218	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	938													
84	83	875/4	875/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	939										139			
84	83	219	219	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	940													
84	83	435/2	435/2	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	941													
84	83	437/2	437/2	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	942													
85	84	439/2	439/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	943	Arm?												
85	84	221	221	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	944	wann												
85	84	879/4	879/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	945										140			
85	84	220	220	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	946													
85	84	883/4	883/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	947										141			
85	84	221	221	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	948													
85	84	439/2	439/2	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	949													
85	84	441/2	441/2	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	950													
86	85	443/2	443/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	951	halt												
86	85	222	222	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	952	ich												
86	85	889/4	889/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	953	mein												
86	85	445/2	445/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	954	Lieb-												
86	85	223	223	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	955	-chen												
86	85	893/4	893/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	956	im												
86	85	887/4	887/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	957										142			
86	85	222	222	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	958										142			
86	85	889/4	889/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	959													
86	85	445/2	445/2	0.0	1/4	1/4	Spanner	2/4	2	1	0																	1
86	85	445/2	445/2	0.0	1/4	1/4	Spanner	2/4	2	1	0																10	1
86	85	445/2	445/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	960										143		10	1
86	85	223	223	0.0	3/8	3/8	Spanner	2/4	2	1	0																	
86	85	223	223	0.0	3/8	3/8	Spanner	2/4	2	1	0																	
86	85	223	223	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	961													
86	85	443/2	443/2	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	962										144			
86	85	445/2	445/2	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	963													
87	86	447/2	447/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	964	Arm?												
87	86	447/2	447/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	965													
87	86	899/4	899/4	0.0	5/16	5/16	Spanner	2/4	2	1	0															3		
87	86	899/4	899/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	966										145	3		
87	86	225	225	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	967											3		
87	86	447/2	447/2	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	968													
87	86	449/2	449/2	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	969			articStaccatoBelow							146			
88	87	451/2	451/2	0.0	0	0	Spanner	2/4	2	1	0																	
88	87	903/4	903/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	970										147			
88	87	226	226	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	971													
88	87	907/4	907/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	972										148			
88	87	227	227	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	973													
88	87	451/2	451/2	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	974			articStaccatoBelow							146			
88	87	453/2	453/2	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	975			articStaccatoBelow										
89	88	455/2	455/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	976													
89	88	457/2	457/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	977													
89	88	455/2	455/2	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	978													
89	88	457/2	457/2	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	979													
